Backends,dask,pandas,duckdb,trino,snowflake,bigquery,clickhouse,postgres,polars,pyspark,mysql,impala,sqlite,mssql,datafusion
`StrRight`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Strftime`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`StringAscii`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringConcat`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`StringContains`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringFind`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringJoin`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringLength`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`StringReplace`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringSQLILike`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StringSplit`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`StringToTimestamp`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Strip`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`StructColumn`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`StructField`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Substring`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Subtract`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Sum`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`TableArrayView`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TableColumn`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Tan`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`TimeAdd`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimeDiff`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimeFromHMS`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TimeSub`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimeTruncate`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Time`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimestampAdd`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimestampDiff`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimestampFromUNIX`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TimestampFromYMDHMS`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TimestampNow`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TimestampSub`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TimestampTruncate`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`TimestampUnary`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`ToIntervalUnit`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Translate`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`TypeOf`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Unnest`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Uppercase`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Variance`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Where`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Window`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Xor`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`ZeroIfNull`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
